timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], temperature.gpu
2026/09/06 16:14:29.775, 93 %, 32017 MiB, 372.29 W, 56
2026/09/06 16:14:30.025, 93 %, 32017 MiB, 372.30 W, 56
2026/09/06 16:14:30.275, 93 %, 32017 MiB, 372.30 W, 56
2026/09/06 16:14:30.525, 94 %, 32017 MiB, 371.94 W, 56
2026/09/06 16:14:30.776, 94 %, 32017 MiB, 371.94 W, 56
2026/09/06 16:14:31.026, 94 %, 32017 MiB, 372.31 W, 56
2026/09/06 16:14:31.276, 94 %, 32017 MiB, 372.31 W, 56
2026/09/06 16:14:31.526, 93 %, 32017 MiB, 372.46 W, 56
2026/09/06 16:14:31.777, 93 %, 32017 MiB, 372.46 W, 56
2026/09/06 16:14:32.027, 93 %, 32017 MiB, 372.71 W, 56
2026/09/06 16:14:32.278, 93 %, 32017 MiB, 372.71 W, 56
2026/09/06 16:14:32.528, 94 %, 32017 MiB, 372.92 W, 56
2026/09/06 16:14:32.778, 94 %, 32017 MiB, 372.92 W, 56
2026/09/06 16:14:33.028, 94 %, 32017 MiB, 435.39 W, 64
2026/09/06 16:14:33.279, 94 %, 32017 MiB, 435.39 W, 64
2026/09/06 16:14:33.529, 94 %, 32017 MiB, 512.09 W, 60
2026/09/06 16:14:33.779, 94 %, 32017 MiB, 512.09 W, 60
2026/09/06 16:14:34.029, 94 %, 32017 MiB, 458.54 W, 57
2026/09/06 16:14:34.279, 94 %, 32017 MiB, 458.54 W, 57
2026/09/06 16:14:34.530, 93 %, 32017 MiB, 380.16 W, 57
2026/09/06 16:14:34.780, 93 %, 32017 MiB, 380.16 W, 57
2026/09/06 16:14:35.030, 93 %, 32017 MiB, 373.59 W, 57
2026/09/06 16:14:35.281, 93 %, 32017 MiB, 373.59 W, 57
2026/09/06 16:14:35.531, 93 %, 32017 MiB, 373.72 W, 57
2026/09/06 16:14:35.781, 93 %, 32017 MiB, 373.72 W, 57
2026/09/06 16:14:36.031, 93 %, 32017 MiB, 373.71 W, 57
2026/09/06 16:14:36.282, 93 %, 32017 MiB, 373.71 W, 57
2026/09/06 16:14:36.532, 93 %, 32017 MiB, 374.10 W, 57
2026/09/06 16:14:36.782, 93 %, 32017 MiB, 374.10 W, 57
2026/09/06 16:14:37.032, 93 %, 32017 MiB, 374.38 W, 57
2026/09/06 16:14:37.282, 93 %, 32017 MiB, 374.38 W, 57
2026/09/06 16:14:37.533, 93 %, 32017 MiB, 373.80 W, 57
2026/09/06 16:14:37.783, 93 %, 32017 MiB, 373.80 W, 57
2026/09/06 16:14:38.033, 93 %, 32017 MiB, 373.79 W, 57
2026/09/06 16:14:38.283, 93 %, 32017 MiB, 373.79 W, 57
2026/09/06 16:14:38.534, 93 %, 32017 MiB, 374.49 W, 57
2026/09/06 16:14:38.784, 93 %, 32017 MiB, 374.49 W, 57
2026/09/06 16:14:39.034, 93 %, 32017 MiB, 374.68 W, 57
2026/09/06 16:14:39.284, 93 %, 32017 MiB, 374.68 W, 57
2026/09/06 16:14:39.535, 94 %, 32017 MiB, 374.61 W, 58
2026/09/06 16:14:39.785, 94 %, 32017 MiB, 374.61 W, 58
2026/09/06 16:14:40.035, 94 %, 32017 MiB, 374.76 W, 58
2026/09/06 16:14:40.285, 94 %, 32017 MiB, 374.76 W, 58
2026/09/06 16:14:40.535, 93 %, 32017 MiB, 374.82 W, 58
2026/09/06 16:14:40.786, 93 %, 32017 MiB, 374.82 W, 58
2026/09/06 16:14:41.036, 93 %, 32017 MiB, 375.21 W, 58
2026/09/06 16:14:41.286, 93 %, 32017 MiB, 375.21 W, 58
2026/09/06 16:14:41.536, 95 %, 32017 MiB, 397.14 W, 65
2026/09/06 16:14:41.786, 95 %, 32017 MiB, 397.14 W, 65
2026/09/06 16:14:42.037, 95 %, 32017 MiB, 485.28 W, 66
2026/09/06 16:14:42.287, 95 %, 32017 MiB, 485.28 W, 66
2026/09/06 16:14:42.537, 93 %, 32017 MiB, 511.42 W, 59
2026/09/06 16:14:42.787, 93 %, 32017 MiB, 511.42 W, 59
2026/09/06 16:14:43.037, 93 %, 32017 MiB, 417.06 W, 59
2026/09/06 16:14:43.288, 93 %, 32017 MiB, 417.06 W, 59
