timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/06 16:27:33.043, 95 %, 27997 MiB, 396.70 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:33.293, 95 %, 27997 MiB, 396.70 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:33.543, 94 %, 27997 MiB, 397.01 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:33.793, 94 %, 27997 MiB, 397.01 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:34.043, 94 %, 27997 MiB, 397.22 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:34.294, 94 %, 27997 MiB, 397.22 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:34.544, 95 %, 27997 MiB, 397.18 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:34.794, 95 %, 27997 MiB, 397.18 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:35.044, 95 %, 27997 MiB, 397.27 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:35.294, 95 %, 27997 MiB, 397.27 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:35.545, 95 %, 27997 MiB, 397.02 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:35.795, 95 %, 27997 MiB, 397.02 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:36.045, 95 %, 27997 MiB, 397.15 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:36.295, 95 %, 27997 MiB, 397.15 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:36.546, 94 %, 27997 MiB, 397.64 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:36.796, 94 %, 27997 MiB, 397.64 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:37.046, 94 %, 27997 MiB, 397.45 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:37.296, 94 %, 27997 MiB, 397.45 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:37.546, 95 %, 27997 MiB, 397.30 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:37.797, 95 %, 27997 MiB, 397.30 W, 61, 2857 MHz, 13801 MHz
2026/09/06 16:27:38.047, 95 %, 27997 MiB, 397.26 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:38.297, 95 %, 27997 MiB, 397.26 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:38.547, 95 %, 27997 MiB, 397.21 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:38.798, 95 %, 27997 MiB, 397.21 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:39.048, 95 %, 27997 MiB, 396.55 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:39.298, 95 %, 27997 MiB, 396.55 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:39.548, 95 %, 27997 MiB, 397.00 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:39.799, 95 %, 27997 MiB, 397.00 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:40.049, 95 %, 27997 MiB, 398.06 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:40.299, 95 %, 27997 MiB, 398.06 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:40.549, 94 %, 27997 MiB, 398.79 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:40.800, 94 %, 27997 MiB, 398.79 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:41.050, 94 %, 27997 MiB, 398.83 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:41.300, 94 %, 27997 MiB, 398.83 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:41.550, 95 %, 27997 MiB, 398.88 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:41.800, 95 %, 27997 MiB, 398.88 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:42.051, 95 %, 27997 MiB, 399.31 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:42.301, 95 %, 27997 MiB, 399.31 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:42.551, 95 %, 27997 MiB, 399.42 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:42.801, 95 %, 27997 MiB, 399.42 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:43.051, 95 %, 27997 MiB, 399.59 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:43.302, 95 %, 27997 MiB, 399.59 W, 62, 2857 MHz, 13801 MHz
2026/09/06 16:27:43.552, 94 %, 27997 MiB, 399.83 W, 63, 2857 MHz, 13801 MHz
2026/09/06 16:27:43.802, 94 %, 27997 MiB, 399.83 W, 63, 2857 MHz, 13801 MHz
2026/09/06 16:27:44.052, 94 %, 27997 MiB, 399.38 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:44.348, 94 %, 27997 MiB, 399.38 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:44.598, 94 %, 27997 MiB, 399.02 W, 62, 2842 MHz, 13801 MHz
2026/09/06 16:27:44.849, 94 %, 27997 MiB, 399.02 W, 62, 2842 MHz, 13801 MHz
2026/09/06 16:27:45.099, 94 %, 27997 MiB, 399.39 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:45.350, 94 %, 27997 MiB, 399.39 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:45.600, 95 %, 27997 MiB, 399.51 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:45.850, 95 %, 27997 MiB, 399.51 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:46.100, 95 %, 27997 MiB, 399.53 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:46.350, 95 %, 27997 MiB, 399.53 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:46.601, 94 %, 27997 MiB, 400.20 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:46.851, 94 %, 27997 MiB, 400.20 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:47.101, 94 %, 27997 MiB, 400.33 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:47.351, 94 %, 27997 MiB, 400.33 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:47.602, 94 %, 27997 MiB, 400.15 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:47.852, 94 %, 27997 MiB, 400.15 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:48.102, 94 %, 27997 MiB, 399.86 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:48.352, 94 %, 27997 MiB, 399.86 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:48.602, 95 %, 27997 MiB, 399.94 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:48.853, 95 %, 27997 MiB, 399.94 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:49.103, 95 %, 27997 MiB, 400.69 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:49.353, 95 %, 27997 MiB, 400.69 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:49.603, 95 %, 27997 MiB, 400.80 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:49.854, 95 %, 27997 MiB, 400.80 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:50.104, 95 %, 27997 MiB, 400.83 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:50.354, 95 %, 27997 MiB, 400.83 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:50.604, 94 %, 27997 MiB, 401.23 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:50.854, 94 %, 27997 MiB, 401.23 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:51.104, 94 %, 27997 MiB, 401.30 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:51.355, 94 %, 27997 MiB, 401.30 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:51.605, 95 %, 27997 MiB, 401.03 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:51.855, 95 %, 27997 MiB, 401.03 W, 63, 2842 MHz, 13801 MHz
2026/09/06 16:27:52.105, 95 %, 27997 MiB, 401.00 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:52.355, 95 %, 27997 MiB, 401.00 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:52.605, 95 %, 27997 MiB, 401.26 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:52.855, 95 %, 27997 MiB, 401.26 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:53.105, 95 %, 27997 MiB, 401.11 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:53.356, 95 %, 27997 MiB, 401.11 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:53.606, 94 %, 27997 MiB, 400.99 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:53.856, 94 %, 27997 MiB, 400.99 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:54.106, 94 %, 27997 MiB, 401.23 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:54.356, 94 %, 27997 MiB, 401.23 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:54.607, 94 %, 27997 MiB, 401.37 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:54.857, 94 %, 27997 MiB, 401.37 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:55.107, 94 %, 27997 MiB, 401.51 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:55.357, 94 %, 27997 MiB, 401.51 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:55.607, 94 %, 27997 MiB, 401.23 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:55.857, 94 %, 27997 MiB, 401.23 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:56.107, 94 %, 27997 MiB, 401.29 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:56.358, 94 %, 27997 MiB, 401.29 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:56.608, 95 %, 27997 MiB, 401.51 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:56.858, 95 %, 27997 MiB, 401.51 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:57.108, 95 %, 27997 MiB, 401.57 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:57.358, 95 %, 27997 MiB, 401.57 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:57.608, 94 %, 27997 MiB, 401.33 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:57.858, 94 %, 27997 MiB, 401.33 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:58.108, 94 %, 27997 MiB, 401.41 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:58.359, 94 %, 27997 MiB, 401.41 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:58.609, 94 %, 27997 MiB, 401.89 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:58.859, 94 %, 27997 MiB, 401.89 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:59.109, 94 %, 27997 MiB, 402.27 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:59.359, 94 %, 27997 MiB, 402.27 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:59.609, 95 %, 27997 MiB, 402.37 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:27:59.859, 95 %, 27997 MiB, 402.37 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:28:00.109, 95 %, 27997 MiB, 402.29 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:28:00.360, 95 %, 27997 MiB, 402.29 W, 64, 2842 MHz, 13801 MHz
2026/09/06 16:28:00.610, 95 %, 27997 MiB, 402.26 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:00.860, 95 %, 27997 MiB, 402.26 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:01.110, 95 %, 27997 MiB, 402.41 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:01.360, 95 %, 27997 MiB, 402.41 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:01.610, 94 %, 27997 MiB, 402.18 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:01.862, 94 %, 27997 MiB, 402.18 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:02.112, 94 %, 27997 MiB, 402.42 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:02.363, 94 %, 27997 MiB, 402.42 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:02.613, 94 %, 27997 MiB, 402.55 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:02.863, 94 %, 27997 MiB, 402.55 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:03.113, 94 %, 27997 MiB, 401.92 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:03.363, 94 %, 27997 MiB, 401.92 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:03.613, 94 %, 27997 MiB, 401.87 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:03.863, 94 %, 27997 MiB, 401.87 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:04.114, 94 %, 27997 MiB, 402.24 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:04.364, 94 %, 27997 MiB, 402.24 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:04.614, 95 %, 27997 MiB, 402.91 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:04.864, 95 %, 27997 MiB, 402.91 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:05.114, 95 %, 27997 MiB, 403.54 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:05.364, 95 %, 27997 MiB, 403.54 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:05.614, 95 %, 27997 MiB, 403.56 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:05.865, 95 %, 27997 MiB, 403.56 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:06.115, 95 %, 27997 MiB, 403.50 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:06.365, 95 %, 27997 MiB, 403.50 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:06.615, 95 %, 27997 MiB, 403.75 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:06.865, 95 %, 27997 MiB, 403.75 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:07.115, 95 %, 27997 MiB, 403.97 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:07.365, 95 %, 27997 MiB, 403.97 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:07.615, 94 %, 27997 MiB, 404.01 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:07.866, 94 %, 27997 MiB, 404.01 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:08.116, 94 %, 27997 MiB, 404.08 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:08.366, 94 %, 27997 MiB, 404.08 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:08.616, 94 %, 27997 MiB, 404.32 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:08.866, 94 %, 27997 MiB, 404.32 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:09.117, 94 %, 27997 MiB, 403.43 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:09.367, 94 %, 27997 MiB, 403.43 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:09.617, 95 %, 27997 MiB, 402.53 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:09.868, 95 %, 27997 MiB, 402.53 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:10.118, 95 %, 27997 MiB, 402.67 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:10.368, 95 %, 27997 MiB, 402.67 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:10.618, 95 %, 27997 MiB, 404.31 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:10.868, 95 %, 27997 MiB, 404.31 W, 65, 2842 MHz, 13801 MHz
2026/09/06 16:28:11.119, 95 %, 27997 MiB, 404.31 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:11.369, 95 %, 27997 MiB, 404.31 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:11.619, 94 %, 27997 MiB, 404.25 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:11.869, 94 %, 27997 MiB, 404.25 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:12.119, 94 %, 27997 MiB, 404.55 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:12.370, 94 %, 27997 MiB, 404.55 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:12.620, 94 %, 27997 MiB, 404.86 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:12.870, 94 %, 27997 MiB, 404.86 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:13.120, 94 %, 27997 MiB, 404.83 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:13.370, 94 %, 27997 MiB, 404.83 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:13.621, 94 %, 27997 MiB, 404.91 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:13.871, 94 %, 27997 MiB, 404.91 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:14.121, 94 %, 27997 MiB, 405.25 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:14.371, 94 %, 27997 MiB, 405.25 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:14.621, 95 %, 27997 MiB, 405.41 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:14.872, 95 %, 27997 MiB, 405.41 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:15.122, 95 %, 27997 MiB, 405.68 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:15.372, 95 %, 27997 MiB, 405.68 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:15.622, 95 %, 27997 MiB, 405.73 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:15.873, 95 %, 27997 MiB, 405.73 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:16.123, 95 %, 27997 MiB, 405.44 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:16.373, 95 %, 27997 MiB, 405.44 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:16.623, 95 %, 27997 MiB, 405.09 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:16.874, 95 %, 27997 MiB, 405.09 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:17.124, 95 %, 27997 MiB, 405.36 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:17.374, 95 %, 27997 MiB, 405.36 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:17.624, 94 %, 27997 MiB, 405.27 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:17.874, 94 %, 27997 MiB, 405.27 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:18.126, 94 %, 27997 MiB, 405.29 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:18.376, 94 %, 27997 MiB, 405.29 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:18.626, 94 %, 27997 MiB, 405.90 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:18.876, 94 %, 27997 MiB, 405.90 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:19.126, 94 %, 27997 MiB, 405.93 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:19.377, 94 %, 27997 MiB, 405.93 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:19.627, 94 %, 27997 MiB, 405.87 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:19.877, 94 %, 27997 MiB, 405.87 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:20.127, 94 %, 27997 MiB, 405.53 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:20.378, 94 %, 27997 MiB, 405.53 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:20.628, 95 %, 27997 MiB, 405.68 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:20.878, 95 %, 27997 MiB, 405.68 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:21.128, 95 %, 27997 MiB, 406.12 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:21.378, 95 %, 27997 MiB, 406.12 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:21.629, 95 %, 27997 MiB, 406.32 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:21.879, 95 %, 27997 MiB, 406.32 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:22.129, 95 %, 27997 MiB, 406.59 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:22.379, 95 %, 27997 MiB, 406.59 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:22.629, 94 %, 27997 MiB, 406.28 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:22.880, 94 %, 27997 MiB, 406.28 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:23.130, 94 %, 27997 MiB, 406.32 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:23.380, 94 %, 27997 MiB, 406.32 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:23.630, 94 %, 27997 MiB, 406.44 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:23.880, 94 %, 27997 MiB, 406.44 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:24.131, 94 %, 27997 MiB, 406.67 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:24.381, 94 %, 27997 MiB, 406.67 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:24.631, 94 %, 27997 MiB, 406.81 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:24.881, 94 %, 27997 MiB, 406.81 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:25.131, 94 %, 27997 MiB, 406.62 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:25.382, 94 %, 27997 MiB, 406.62 W, 66, 2842 MHz, 13801 MHz
2026/09/06 16:28:25.632, 95 %, 27997 MiB, 406.43 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:25.882, 95 %, 27997 MiB, 406.43 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:26.132, 95 %, 27997 MiB, 406.74 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:26.383, 95 %, 27997 MiB, 406.74 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:26.633, 95 %, 27997 MiB, 406.77 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:26.883, 95 %, 27997 MiB, 406.77 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:27.133, 95 %, 27997 MiB, 406.79 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:27.383, 95 %, 27997 MiB, 406.79 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:27.634, 94 %, 27997 MiB, 406.97 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:27.884, 94 %, 27997 MiB, 406.97 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:28.134, 94 %, 27997 MiB, 406.99 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:28.384, 94 %, 27997 MiB, 406.99 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:28.634, 95 %, 27997 MiB, 406.70 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:28.885, 95 %, 27997 MiB, 406.70 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:29.135, 95 %, 27997 MiB, 406.64 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:29.385, 95 %, 27997 MiB, 406.64 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:29.635, 94 %, 27997 MiB, 406.88 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:29.885, 94 %, 27997 MiB, 406.88 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:30.135, 94 %, 27997 MiB, 407.14 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:30.385, 94 %, 27997 MiB, 407.14 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:30.635, 95 %, 27997 MiB, 407.27 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:30.886, 95 %, 27997 MiB, 407.27 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:31.136, 95 %, 27997 MiB, 407.45 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:31.386, 95 %, 27997 MiB, 407.45 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:31.636, 94 %, 27997 MiB, 407.90 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:31.886, 94 %, 27997 MiB, 407.90 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:32.136, 94 %, 27997 MiB, 407.73 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:32.386, 94 %, 27997 MiB, 407.73 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:32.637, 95 %, 27997 MiB, 407.70 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:32.887, 95 %, 27997 MiB, 407.70 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:33.137, 95 %, 27997 MiB, 407.97 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:33.387, 95 %, 27997 MiB, 407.97 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:33.638, 95 %, 27997 MiB, 407.95 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:33.888, 95 %, 27997 MiB, 407.95 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:34.138, 95 %, 27997 MiB, 407.99 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:34.388, 95 %, 27997 MiB, 407.99 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:34.639, 94 %, 27997 MiB, 408.16 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:34.889, 94 %, 27997 MiB, 408.16 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:35.139, 94 %, 27997 MiB, 408.18 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:35.389, 94 %, 27997 MiB, 408.18 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:35.640, 95 %, 27997 MiB, 408.27 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:35.890, 95 %, 27997 MiB, 408.27 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:36.140, 95 %, 27997 MiB, 408.20 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:36.390, 95 %, 27997 MiB, 408.20 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:36.640, 95 %, 27997 MiB, 408.17 W, 67, 2835 MHz, 13801 MHz
2026/09/06 16:28:36.891, 95 %, 27997 MiB, 408.17 W, 67, 2835 MHz, 13801 MHz
2026/09/06 16:28:37.141, 95 %, 27997 MiB, 408.24 W, 67, 2842 MHz, 13801 MHz
2026/09/06 16:28:37.391, 95 %, 27997 MiB, 408.24 W, 67, 2842 MHz, 13801 MHz
