timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], temperature.gpu
2026/09/06 16:38:38.377, 0 %, 28337 MiB, 72.10 W, 51
2026/09/06 16:38:38.627, 0 %, 28337 MiB, 72.10 W, 51
2026/09/06 16:38:38.878, 0 %, 28337 MiB, 72.28 W, 51
2026/09/06 16:38:39.128, 0 %, 28337 MiB, 72.28 W, 51
2026/09/06 16:38:39.378, 0 %, 28337 MiB, 72.51 W, 51
2026/09/06 16:38:39.628, 0 %, 28337 MiB, 72.51 W, 51
2026/09/06 16:38:39.878, 0 %, 28337 MiB, 72.32 W, 51
2026/09/06 16:38:40.128, 0 %, 28337 MiB, 72.32 W, 51
2026/09/06 16:38:40.378, 0 %, 28337 MiB, 72.17 W, 50
2026/09/06 16:38:40.629, 0 %, 28337 MiB, 72.17 W, 50
2026/09/06 16:38:40.879, 0 %, 28337 MiB, 72.11 W, 50
2026/09/06 16:38:41.129, 0 %, 28337 MiB, 72.11 W, 50
2026/09/06 16:38:41.379, 0 %, 28337 MiB, 72.16 W, 50
2026/09/06 16:38:41.629, 0 %, 28337 MiB, 72.16 W, 50
2026/09/06 16:38:41.879, 0 %, 28337 MiB, 72.05 W, 50
2026/09/06 16:38:42.130, 0 %, 28337 MiB, 72.05 W, 50
2026/09/06 16:38:42.380, 0 %, 28337 MiB, 71.86 W, 50
2026/09/06 16:38:42.630, 0 %, 28337 MiB, 71.86 W, 50
2026/09/06 16:38:42.880, 0 %, 28337 MiB, 71.68 W, 50
2026/09/06 16:38:43.130, 0 %, 28337 MiB, 71.68 W, 50
2026/09/06 16:38:43.380, 0 %, 28337 MiB, 71.86 W, 50
2026/09/06 16:38:43.631, 0 %, 28337 MiB, 71.86 W, 50
2026/09/06 16:38:43.881, 0 %, 28337 MiB, 57.37 W, 49
2026/09/06 16:38:44.131, 0 %, 28337 MiB, 57.37 W, 49
2026/09/06 16:38:44.381, 0 %, 28337 MiB, 43.80 W, 49
2026/09/06 16:38:44.631, 0 %, 28337 MiB, 43.80 W, 49
2026/09/06 16:38:44.882, 0 %, 28337 MiB, 43.80 W, 49
2026/09/06 16:38:45.132, 0 %, 28337 MiB, 43.80 W, 49
2026/09/06 16:38:45.382, 0 %, 28337 MiB, 36.23 W, 49
2026/09/06 16:38:45.632, 0 %, 28337 MiB, 36.23 W, 49
2026/09/06 16:38:45.883, 0 %, 28337 MiB, 36.23 W, 49
2026/09/06 16:38:46.133, 0 %, 28337 MiB, 36.23 W, 49
2026/09/06 16:38:46.385, 0 %, 28337 MiB, 34.17 W, 48
2026/09/06 16:38:46.639, 0 %, 28337 MiB, 34.17 W, 48
2026/09/06 16:38:46.891, 0 %, 28337 MiB, 34.17 W, 48
2026/09/06 16:38:47.143, 0 %, 28149 MiB, 93.11 W, 51
2026/09/06 16:38:47.394, 0 %, 28149 MiB, 93.11 W, 51
2026/09/06 16:38:47.644, 0 %, 28149 MiB, 135.19 W, 50
2026/09/06 16:38:47.894, 0 %, 28149 MiB, 135.19 W, 50
2026/09/06 16:38:48.144, 0 %, 28337 MiB, 169.54 W, 62
2026/09/06 16:38:48.395, 0 %, 28337 MiB, 169.54 W, 62
2026/09/06 16:38:48.645, 94 %, 28337 MiB, 260.89 W, 53
